Date;Pays;Filière;Valeur (TWh)
2019-09;"Autriche";"Consommation brute";4,8441908969727
2019-10;"Autriche";"Consommation brute";5,2542834987793
2019-11;"Autriche";"Consommation brute";5,4608838018799
2019-12;"Autriche";"Consommation brute";5,7650724007568
2020-01;"Autriche";"Consommation brute";5,9814779007568
2020-02;"Autriche";"Consommation brute";5,4489073012695
2020-03;"Autriche";"Consommation brute";5,3172498009033
2020-04;"Autriche";"Consommation brute";4,3454766005859
2020-05;"Autriche";"Consommation brute";4,5357614002686
2020-06;"Autriche";"Consommation brute";4,5073289986572
2020-07;"Autriche";"Consommation brute";4,7968067011719
2020-08;"Autriche";"Consommation brute";4,7474781002197
2020-09;"Autriche";"Consommation brute";4,8550642966309
2020-10;"Autriche";"Consommation brute";5,3338648018799
2020-11;"Autriche";"Consommation brute";5,4609530986328
2020-12;"Autriche";"Consommation brute";5,7276347042236
2021-01;"Autriche";"Consommation brute";5,8035797990723
2021-02;"Autriche";"Consommation brute";5,2062382011719
2021-03;"Autriche";"Consommation brute";5,6026129974365
2021-04;"Autriche";"Consommation brute";5,0426837977295
2021-05;"Autriche";"Consommation brute";4,9123255987549
2021-06;"Autriche";"Consommation brute";4,8557807989502
2021-07;"Autriche";"Consommation brute";5,0121744963379
2021-08;"Autriche";"Consommation brute";5,0186362012939
2021-09;"Autriche";"Consommation brute";4,8782938037109
2021-10;"Autriche";"Consommation brute";5,270196699707
2021-11;"Autriche";"Consommation brute";5,3835647978516
2021-12;"Autriche";"Consommation brute";5,9510846048584
2022-01;"Autriche";"Consommation brute";5,7421109022217
2022-02;"Autriche";"Consommation brute";5,3773983015137
2022-03;"Autriche";"Consommation brute";5,6488916032715
2022-04;"Autriche";"Consommation brute";5,1762496016846
2022-05;"Autriche";"Consommation brute";4,8575468990479
2022-06;"Autriche";"Consommation brute";4,6902578012695
2022-07;"Autriche";"Consommation brute";4,7852357020264
2022-08;"Autriche";"Consommation brute";4,7096438000488
2022-09;"Autriche";"Consommation brute";4,7703378041992
2022-10;"Autriche";"Consommation brute";4,8650396029053
2022-11;"Autriche";"Consommation brute";5,2385765028076
2022-12;"Autriche";"Consommation brute";5,6436341025391
2023-01;"Autriche";"Consommation brute";5,6620810986328
2023-02;"Autriche";"Consommation brute";5,1216839974365
2023-03;"Autriche";"Consommation brute";5,2608958978271
2023-04;"Autriche";"Consommation brute";4,6983655013428
2023-05;"Autriche";"Consommation brute";4,4994506983643
2023-06;"Autriche";"Consommation brute";4,2012890981445
2023-07;"Autriche";"Consommation brute";4,414706003418
2023-08;"Autriche";"Consommation brute";4,477496901123
2023-09;"Autriche";"Consommation brute";4,4202470996094
2023-10;"Autriche";"Consommation brute";4,7504666967773
2023-11;"Autriche";"Consommation brute";5,2027190007324
2023-12;"Autriche";"Consommation brute";5,5064417032471
2024-01;"Autriche";"Consommation brute";5,8001343007812
2024-02;"Autriche";"Consommation brute";5,0378006020508
2024-03;"Autriche";"Consommation brute";4,8994417022705
2024-04;"Autriche";"Consommation brute";4,5237537017822
2024-05;"Autriche";"Consommation brute";4,3700536021729
2024-06;"Autriche";"Consommation brute";4,4072632995605
2024-07;"Autriche";"Consommation brute";4,5778063028564
2024-08;"Autriche";"Consommation brute";4,5202033979492
2024-09;"Autriche";"Consommation brute";4,6075229997559
2024-10;"Autriche";"Consommation brute";4,9986806019287
2024-11;"Autriche";"Consommation brute";5,3792256009521
2024-12;"Autriche";"Consommation brute";5,6801190975342
2025-01;"Autriche";"Consommation brute";5,8886305012207
2025-02;"Autriche";"Consommation brute";5,2567800030518
2025-03;"Autriche";"Consommation brute";5,1951263979492
2025-04;"Autriche";"Consommation brute";4,5067246972656
2025-05;"Autriche";"Consommation brute";4,4930185999756
2025-06;"Autriche";"Consommation brute";4,2731626035156
2025-07;"Autriche";"Consommation brute";4,4815644997559
2025-08;"Autriche";"Consommation brute";4,4209900004883
2025-09;"Autriche";"Consommation brute";4,5108153032227
2025-10;"Autriche";"Consommation brute";5,0392931000977
2025-11;"Autriche";"Consommation brute";5,2748125029297
2016-01;"Belgique";"Consommation brute";7,9446771414795
2016-02;"Belgique";"Consommation brute";7,5006734083252
2016-03;"Belgique";"Consommation brute";7,7358352298584
2016-04;"Belgique";"Consommation brute";7,0944186330566
2016-05;"Belgique";"Consommation brute";6,8830887861328
2016-06;"Belgique";"Consommation brute";6,7635552890625
2016-07;"Belgique";"Consommation brute";6,5744751131592
2016-08;"Belgique";"Consommation brute";6,755752628418
2016-09;"Belgique";"Consommation brute";6,8260018916016
2016-10;"Belgique";"Consommation brute";7,3759071312256
2016-11;"Belgique";"Consommation brute";7,5221798979492
2016-12;"Belgique";"Consommation brute";7,9107473421631
2017-01;"Belgique";"Consommation brute";8,481368388916
2017-02;"Belgique";"Consommation brute";7,3125274672852
2017-03;"Belgique";"Consommation brute";7,6497626068115
2017-04;"Belgique";"Consommation brute";7,0167347331543
2017-05;"Belgique";"Consommation brute";6,9610504002686
2017-06;"Belgique";"Consommation brute";6,7652632456055
2017-07;"Belgique";"Consommation brute";6,6827840561523
2017-08;"Belgique";"Consommation brute";6,8229385515137
2017-09;"Belgique";"Consommation brute";6,8398609526367
2017-10;"Belgique";"Consommation brute";7,3106666663818
2017-11;"Belgique";"Consommation brute";7,6436627652588
2017-12;"Belgique";"Consommation brute";7,8471158701172
2018-01;"Belgique";"Consommation brute";8,0091365834961
2018-02;"Belgique";"Consommation brute";7,5393278972168
2018-03;"Belgique";"Consommation brute";7,9525317706299
2018-04;"Belgique";"Consommation brute";6,9409757698975
2018-05;"Belgique";"Consommation brute";7,0139659042969
2018-06;"Belgique";"Consommation brute";6,863302625
2018-07;"Belgique";"Consommation brute";6,9981861367187
2018-08;"Belgique";"Consommation brute";6,9337015458984
2018-09;"Belgique";"Consommation brute";6,8385695836182
2018-10;"Belgique";"Consommation brute";7,268145232666
2018-11;"Belgique";"Consommation brute";7,4663684215088
2018-12;"Belgique";"Consommation brute";7,6636754584961
2019-01;"Belgique";"Consommation brute";8,223418067627
2019-02;"Belgique";"Consommation brute";7,1299908695068
2019-03;"Belgique";"Consommation brute";7,4316735808105
2019-04;"Belgique";"Consommation brute";6,8140564554443
2019-05;"Belgique";"Consommation brute";6,8899798693848
2019-06;"Belgique";"Consommation brute";6,5464311973877
2019-07;"Belgique";"Consommation brute";6,6694082674561
2019-08;"Belgique";"Consommation brute";6,6016074897461
2019-09;"Belgique";"Consommation brute";6,6648892312012
2019-10;"Belgique";"Consommation brute";7,1106586623535
2019-11;"Belgique";"Consommation brute";7,3363056811523
2019-12;"Belgique";"Consommation brute";7,5307369237061
2020-01;"Belgique";"Consommation brute";7,8049315864258
2020-02;"Belgique";"Consommation brute";7,0541491912842
2020-03;"Belgique";"Consommation brute";6,9307919150391
2020-04;"Belgique";"Consommation brute";5,9132284650879
2020-05;"Belgique";"Consommation brute";6,2680346276855
2020-06;"Belgique";"Consommation brute";6,2977556077881
2020-07;"Belgique";"Consommation brute";6,3200834598389
2020-08;"Belgique";"Consommation brute";6,5936618253174
2020-09;"Belgique";"Consommation brute";6,5320372733154
2020-10;"Belgique";"Consommation brute";6,9293785218506
2020-11;"Belgique";"Consommation brute";7,0098598414307
2020-12;"Belgique";"Consommation brute";7,487656866333
2021-01;"Belgique";"Consommation brute";8,0462888521729
2021-02;"Belgique";"Consommation brute";7,0690995736084
2021-03;"Belgique";"Consommation brute";7,3103971759033
2021-04;"Belgique";"Consommation brute";6,9371042242432
2021-05;"Belgique";"Consommation brute";6,7719275367432
2021-06;"Belgique";"Consommation brute";6,6526543548584
2021-07;"Belgique";"Consommation brute";6,5383362434082
2021-08;"Belgique";"Consommation brute";6,611740095459
2021-09;"Belgique";"Consommation brute";6,6647855101318
2021-10;"Belgique";"Consommation brute";7,0592121104736
2021-11;"Belgique";"Consommation brute";7,2417251374512
2021-12;"Belgique";"Consommation brute";7,5530581315918
2022-01;"Belgique";"Consommation brute";7,9294422346191
2022-02;"Belgique";"Consommation brute";7,0038017144775
2022-03;"Belgique";"Consommation brute";7,1559117971191
2022-04;"Belgique";"Consommation brute";6,7167507198486
2022-05;"Belgique";"Consommation brute";6,7381539752197
2022-06;"Belgique";"Consommation brute";6,549273991333
2022-07;"Belgique";"Consommation brute";6,420581114624
2022-08;"Belgique";"Consommation brute";6,53329452771
2022-09;"Belgique";"Consommation brute";6,4027381967773
2022-10;"Belgique";"Consommation brute";6,5037691179199
2022-11;"Belgique";"Consommation brute";6,5418760423584
2022-12;"Belgique";"Consommation brute";7,2320459122314
2023-01;"Belgique";"Consommation brute";7,4481530065918
2023-02;"Belgique";"Consommation brute";6,6452525831299
2023-03;"Belgique";"Consommation brute";7,1726370662842
2023-04;"Belgique";"Consommation brute";6,4738478526611
2023-05;"Belgique";"Consommation brute";6,2113646990967
2023-06;"Belgique";"Consommation brute";6,1342657467041
2023-07;"Belgique";"Consommation brute";5,9193430358887
2023-08;"Belgique";"Consommation brute";5,9891198952637
2023-09;"Belgique";"Consommation brute";6,2635024044189
2023-10;"Belgique";"Consommation brute";6,5551237403564
2023-11;"Belgique";"Consommation brute";6,9309190968018
2023-12;"Belgique";"Consommation brute";7,1617309696045
2024-01;"Belgique";"Consommation brute";7,7029525837402
2024-02;"Belgique";"Consommation brute";6,9567744238281
2024-03;"Belgique";"Consommation brute";7,0681533592529
2024-04;"Belgique";"Consommation brute";6,5751024772949
2024-05;"Belgique";"Consommation brute";6,4267787880859
2024-06;"Belgique";"Consommation brute";6,2484714520264
2024-07;"Belgique";"Consommation brute";6,2259484620361
2024-08;"Belgique";"Consommation brute";6,3578256323242
2024-09;"Belgique";"Consommation brute";6,4050998098145
2024-10;"Belgique";"Consommation brute";6,7887100498047
2024-11;"Belgique";"Consommation brute";6,9981787805176
2024-12;"Belgique";"Consommation brute";7,2180969769287
2025-01;"Belgique";"Consommation brute";7,7798655062256
2025-02;"Belgique";"Consommation brute";6,9504274760742
2025-03;"Belgique";"Consommation brute";6,765742480957
2025-04;"Belgique";"Consommation brute";6,2771643552246
2025-05;"Belgique";"Consommation brute";6,256795407959
2025-06;"Belgique";"Consommation brute";6,159430029541
2025-07;"Belgique";"Consommation brute";6,244111244751
2025-08;"Belgique";"Consommation brute";6,3412652889404
2025-09;"Belgique";"Consommation brute";6,4458096402588
2025-10;"Belgique";"Consommation brute";6,8345859866943
2025-11;"Belgique";"Consommation brute";6,8147442874756
2016-01;"Bulgarie";"Consommation brute";4,065013
2016-02;"Bulgarie";"Consommation brute";3,225756
2016-03;"Bulgarie";"Consommation brute";3,194474
2016-04;"Bulgarie";"Consommation brute";2,667805
2016-05;"Bulgarie";"Consommation brute";2,691462
2016-06;"Bulgarie";"Consommation brute";2,721192
2016-07;"Bulgarie";"Consommation brute";2,904876
2016-08;"Bulgarie";"Consommation brute";2,86383
2016-09;"Bulgarie";"Consommation brute";2,722989
2016-10;"Bulgarie";"Consommation brute";3,136047
2016-11;"Bulgarie";"Consommation brute";3,405992
2016-12;"Bulgarie";"Consommation brute";4,031723
2017-01;"Bulgarie";"Consommation brute";4,499896
2017-02;"Bulgarie";"Consommation brute";3,588074
2017-03;"Bulgarie";"Consommation brute";3,293815
2017-04;"Bulgarie";"Consommation brute";2,940936
2017-05;"Bulgarie";"Consommation brute";2,791432
2017-06;"Bulgarie";"Consommation brute";2,774651
2017-07;"Bulgarie";"Consommation brute";2,962146
2017-08;"Bulgarie";"Consommation brute";2,967115
2017-09;"Bulgarie";"Consommation brute";2,800159
2017-10;"Bulgarie";"Consommation brute";3,058948
2017-11;"Bulgarie";"Consommation brute";3,406647
2017-12;"Bulgarie";"Consommation brute";3,67643
2018-01;"Bulgarie";"Consommation brute";3,893815
2018-02;"Bulgarie";"Consommation brute";3,511716
2018-03;"Bulgarie";"Consommation brute";3,524323
2018-04;"Bulgarie";"Consommation brute";2,61428
2018-05;"Bulgarie";"Consommation brute";2,683
2018-06;"Bulgarie";"Consommation brute";2,791106
2018-07;"Bulgarie";"Consommation brute";2,910551
2018-08;"Bulgarie";"Consommation brute";2,949075
2018-09;"Bulgarie";"Consommation brute";2,779787
2018-10;"Bulgarie";"Consommation brute";3,045959
2018-11;"Bulgarie";"Consommation brute";3,452097
2018-12;"Bulgarie";"Consommation brute";4,023489
2019-01;"Bulgarie";"Consommation brute";4,144773
2019-02;"Bulgarie";"Consommation brute";3,456607
2019-03;"Bulgarie";"Consommation brute";3,219676
2019-04;"Bulgarie";"Consommation brute";2,954721
2019-05;"Bulgarie";"Consommation brute";2,78827
2019-06;"Bulgarie";"Consommation brute";2,719138
2019-07;"Bulgarie";"Consommation brute";2,919697
2019-08;"Bulgarie";"Consommation brute";2,930161
2019-09;"Bulgarie";"Consommation brute";2,727366
2019-10;"Bulgarie";"Consommation brute";2,887082
2019-11;"Bulgarie";"Consommation brute";3,115316
2019-12;"Bulgarie";"Consommation brute";3,634947
2020-01;"Bulgarie";"Consommation brute";3,933256
2020-02;"Bulgarie";"Consommation brute";3,456972
2020-03;"Bulgarie";"Consommation brute";3,317661
2020-04;"Bulgarie";"Consommation brute";2,769449
2020-05;"Bulgarie";"Consommation brute";2,537375
2020-06;"Bulgarie";"Consommation brute";2,546898
2020-07;"Bulgarie";"Consommation brute";2,819173
2020-08;"Bulgarie";"Consommation brute";2,762008
2020-09;"Bulgarie";"Consommation brute";2,635092
2020-10;"Bulgarie";"Consommation brute";2,846703
2020-11;"Bulgarie";"Consommation brute";3,293503
2020-12;"Bulgarie";"Consommation brute";3,585657
2021-01;"Bulgarie";"Consommation brute";3,765413
2021-02;"Bulgarie";"Consommation brute";3,350012
2021-03;"Bulgarie";"Consommation brute";3,6404
2021-04;"Bulgarie";"Consommation brute";3,137602
2021-05;"Bulgarie";"Consommation brute";2,679454
2021-06;"Bulgarie";"Consommation brute";2,705599
2021-07;"Bulgarie";"Consommation brute";3,06322
2021-08;"Bulgarie";"Consommation brute";3,01352
2021-09;"Bulgarie";"Consommation brute";2,758178
2021-10;"Bulgarie";"Consommation brute";3,165689
2021-11;"Bulgarie";"Consommation brute";3,318434
2021-12;"Bulgarie";"Consommation brute";3,813845
2022-01;"Bulgarie";"Consommation brute";4,034974
2022-02;"Bulgarie";"Consommation brute";3,448641
2022-03;"Bulgarie";"Consommation brute";3,866962
2022-04;"Bulgarie";"Consommation brute";2,968212
2022-05;"Bulgarie";"Consommation brute";2,777092
2022-06;"Bulgarie";"Consommation brute";2,74242
2022-07;"Bulgarie";"Consommation brute";2,9493284890137
2022-08;"Bulgarie";"Consommation brute";2,8790994995117
2022-09;"Bulgarie";"Consommation brute";2,593921420166
2022-10;"Bulgarie";"Consommation brute";2,7628322714844
2022-11;"Bulgarie";"Consommation brute";3,1667217858887
2022-12;"Bulgarie";"Consommation brute";3,6422471901855
2023-01;"Bulgarie";"Consommation brute";3,7207287460938
2023-02;"Bulgarie";"Consommation brute";3,4923430830078
2023-03;"Bulgarie";"Consommation brute";3,2944536152344
2023-04;"Bulgarie";"Consommation brute";2,8486919382324
2023-05;"Bulgarie";"Consommation brute";2,5821939106445
2023-06;"Bulgarie";"Consommation brute";2,4265113789063
2023-07;"Bulgarie";"Consommation brute";2,8240911516113
2023-08;"Bulgarie";"Consommation brute";2,780825829834
2023-09;"Bulgarie";"Consommation brute";2,5771734807129
2023-10;"Bulgarie";"Consommation brute";2,6535700101643
2023-11;"Bulgarie";"Consommation brute";3,1569655393066
2023-12;"Bulgarie";"Consommation brute";3,7046590759277
2024-01;"Bulgarie";"Consommation brute";4,0028958769531
2024-02;"Bulgarie";"Consommation brute";3,1893848173828
2024-03;"Bulgarie";"Consommation brute";3,1727189152832
2024-04;"Bulgarie";"Consommation brute";2,5762730202637
2024-05;"Bulgarie";"Consommation brute";2,5448251914062
2024-06;"Bulgarie";"Consommation brute";2,6256236096191
2024-07;"Bulgarie";"Consommation brute";3,0083899309082
2024-08;"Bulgarie";"Consommation brute";2,8592996882324
2024-09;"Bulgarie";"Consommation brute";2,5654592429199
2024-10;"Bulgarie";"Consommation brute";2,8097852927246
2024-11;"Bulgarie";"Consommation brute";3,5248978215332
2024-12;"Bulgarie";"Consommation brute";3,8876514001465
2025-01;"Bulgarie";"Consommation brute";4,0524499533691
2025-02;"Bulgarie";"Consommation brute";3,945890529541
2025-03;"Bulgarie";"Consommation brute";3,1813429360352
2025-04;"Bulgarie";"Consommation brute";2,9028519775391
2025-05;"Bulgarie";"Consommation brute";2,5524603510742
2025-06;"Bulgarie";"Consommation brute";2,6098027890625
2025-07;"Bulgarie";"Consommation brute";2,9757793244629
2025-08;"Bulgarie";"Consommation brute";2,7709302775879
2025-09;"Bulgarie";"Consommation brute";2,5767045869141
2025-10;"Bulgarie";"Consommation brute";3,168849631958
2025-11;"Bulgarie";"Consommation brute";3,2476859921875
2016-01;"République tchèque";"Consommation brute";6,2141692832031
2016-02;"République tchèque";"Consommation brute";5,5926377509766
2016-03;"République tchèque";"Consommation brute";5,7342296220703
2016-04;"République tchèque";"Consommation brute";5,2341903271484
2016-05;"République tchèque";"Consommation brute";5,175999034668
2016-06;"République tchèque";"Consommation brute";4,9134296108398
2016-07;"République tchèque";"Consommation brute";4,8077124243164
2016-08;"République tchèque";"Consommation brute";4,9426774003906
2016-09;"République tchèque";"Consommation brute";5,0067481083984
2016-10;"République tchèque";"Consommation brute";5,5470850092773
2016-11;"République tchèque";"Consommation brute";5,8415929443359
2016-12;"République tchèque";"Consommation brute";6,0818110800781
2017-01;"République tchèque";"Consommation brute";6,7554954345703
2017-02;"République tchèque";"Consommation brute";5,7683035161133
2017-03;"République tchèque";"Consommation brute";5,8093724042969
2017-04;"République tchèque";"Consommation brute";5,325663262207
2017-05;"République tchèque";"Consommation brute";5,205400324707
2017-06;"République tchèque";"Consommation brute";5,0203933139648
2017-07;"République tchèque";"Consommation brute";4,8523051474609
2017-08;"République tchèque";"Consommation brute";5,0250642875977
2017-09;"République tchèque";"Consommation brute";5,0759851772461
2017-10;"République tchèque";"Consommation brute";5,5592630712891
2017-11;"République tchèque";"Consommation brute";5,8208055117188
2017-12;"République tchèque";"Consommation brute";5,9160064389648
2018-01;"République tchèque";"Consommation brute";6,1820772290039
2018-02;"République tchèque";"Consommation brute";5,9658873149414
2018-03;"République tchèque";"Consommation brute";6,4023569438477
2018-04;"République tchèque";"Consommation brute";5,1935155771484
2018-05;"République tchèque";"Consommation brute";5,2589199389648
2018-06;"République tchèque";"Consommation brute";5,1299344277344
2018-07;"République tchèque";"Consommation brute";4,9980064633789
2018-08;"République tchèque";"Consommation brute";5,1825376679687
2018-09;"République tchèque";"Consommation brute";4,9891927714844
2018-10;"République tchèque";"Consommation brute";5,5513327026367
2018-11;"République tchèque";"Consommation brute";5,9016809946289
2018-12;"République tchèque";"Consommation brute";5,9663189902344
2019-01;"République tchèque";"Consommation brute";6,5281245151367
2019-02;"République tchèque";"Consommation brute";5,7074299038086
2019-03;"République tchèque";"Consommation brute";5,8322214702148
2019-04;"République tchèque";"Consommation brute";5,3254069501953
2019-05;"République tchèque";"Consommation brute";5,3956003227539
2019-06;"République tchèque";"Consommation brute";5,0601860117187
2019-07;"République tchèque";"Consommation brute";4,9872765751953
2019-08;"République tchèque";"Consommation brute";5,0552962392578
2019-09;"République tchèque";"Consommation brute";5,1135657900391
2019-10;"République tchèque";"Consommation brute";5,5899535185547
2019-11;"République tchèque";"Consommation brute";5,7576265776367
2019-12;"République tchèque";"Consommation brute";5,7946576479492
2020-01;"République tchèque";"Consommation brute";6,3926814501953
2020-02;"République tchèque";"Consommation brute";5,8609575834961
2020-03;"République tchèque";"Consommation brute";5,8824616162109
2020-04;"République tchèque";"Consommation brute";4,7235112045898
2020-05;"République tchèque";"Consommation brute";4,7225683105469
2020-06;"République tchèque";"Consommation brute";4,7075326040039
2020-07;"République tchèque";"Consommation brute";4,7571902045898
2020-08;"République tchèque";"Consommation brute";4,8564519091797
2020-09;"République tchèque";"Consommation brute";5,0112202832031
2020-10;"République tchèque";"Consommation brute";5,5553940117188
2020-11;"République tchèque";"Consommation brute";5,8506430878906
2020-12;"République tchèque";"Consommation brute";5,9698646318359
2021-01;"République tchèque";"Consommation brute";6,376218859375
2021-02;"République tchèque";"Consommation brute";5,9688899174805
2021-03;"République tchèque";"Consommation brute";6,1852788110352
2021-04;"République tchèque";"Consommation brute";5,5246414516602
2021-05;"République tchèque";"Consommation brute";5,3584150024414
2021-06;"République tchèque";"Consommation brute";5,0586927944336
2021-07;"République tchèque";"Consommation brute";4,9115153588867
2021-08;"République tchèque";"Consommation brute";4,9003638583984
2021-09;"République tchèque";"Consommation brute";4,976198925293
2021-10;"République tchèque";"Consommation brute";5,4877743515625
2021-11;"République tchèque";"Consommation brute";5,8263601767578
2021-12;"République tchèque";"Consommation brute";6,0648189682617
2022-01;"République tchèque";"Consommation brute";6,3304258691406
2022-02;"République tchèque";"Consommation brute";5,6235164814453
2022-03;"République tchèque";"Consommation brute";6,09568834375
2022-04;"République tchèque";"Consommation brute";5,4163700336914
2022-05;"République tchèque";"Consommation brute";5,1294274477539
2022-06;"République tchèque";"Consommation brute";4,9106449731445
2022-07;"République tchèque";"Consommation brute";4,645542168457
2022-08;"République tchèque";"Consommation brute";4,7658286889648
2022-09;"République tchèque";"Consommation brute";4,8573264487305
2022-10;"République tchèque";"Consommation brute";5,1633295541992
2022-11;"République tchèque";"Consommation brute";5,6075218657227
2022-12;"République tchèque";"Consommation brute";5,8842679526367
2023-01;"République tchèque";"Consommation brute";5,9432941738281
2023-02;"République tchèque";"Consommation brute";5,5010887216797
2023-03;"République tchèque";"Consommation brute";5,6870352714844
2023-04;"République tchèque";"Consommation brute";5,111856918457
2023-05;"République tchèque";"Consommation brute";4,7926594931641
2023-06;"République tchèque";"Consommation brute";4,5727691640625
2023-07;"République tchèque";"Consommation brute";4,398931734375
2023-08;"République tchèque";"Consommation brute";4,5954537026367
2023-09;"République tchèque";"Consommation brute";4,5113424487305
2023-10;"République tchèque";"Consommation brute";4,9687907460937
2023-11;"République tchèque";"Consommation brute";5,3102624189453
2023-12;"République tchèque";"Consommation brute";5,5305022280273
2024-01;"République tchèque";"Consommation brute";6,1467534873047
2024-02;"République tchèque";"Consommation brute";5,2827744008789
2024-03;"République tchèque";"Consommation brute";5,3288712851563
2024-04;"République tchèque";"Consommation brute";4,8507984287109
2024-05;"République tchèque";"Consommation brute";4,7086501420898
2024-06;"République tchèque";"Consommation brute";4,5890602912598
2024-07;"République tchèque";"Consommation brute";4,5061890592651
2024-08;"République tchèque";"Consommation brute";4,5429285957031
2024-09;"République tchèque";"Consommation brute";4,6567190144043
2024-10;"République tchèque";"Consommation brute";5,154182508667
2024-11;"République tchèque";"Consommation brute";5,5851618223877
2024-12;"République tchèque";"Consommation brute";5,571088197998
2025-01;"République tchèque";"Consommation brute";6,0609915466309
2025-02;"République tchèque";"Consommation brute";5,6504436520996
2025-03;"République tchèque";"Consommation brute";5,6106509578857
2025-04;"République tchèque";"Consommation brute";4,9382842832031
2025-05;"République tchèque";"Consommation brute";4,8733449595947
2025-06;"République tchèque";"Consommation brute";4,7246983931885
2025-07;"République tchèque";"Consommation brute";4,6878904716797
2025-08;"République tchèque";"Consommation brute";4,660992149292
2025-09;"République tchèque";"Consommation brute";4,7140577180176
2025-10;"République tchèque";"Consommation brute";5,3304700874023
2025-11;"République tchèque";"Consommation brute";5,6461633544922
2016-01;"Allemagne";"Consommation brute";45,074126302734
2016-02;"Allemagne";"Consommation brute";42,924838276367
2016-03;"Allemagne";"Consommation brute";43,862036347656
2016-04;"Allemagne";"Consommation brute";40,605027738281
2016-05;"Allemagne";"Consommation brute";40,194200890625
2016-06;"Allemagne";"Consommation brute";39,721830077148
2016-07;"Allemagne";"Consommation brute";40,55101387207
2016-08;"Allemagne";"Consommation brute";40,169548912109
2016-09;"Allemagne";"Consommation brute";39,455653956055
2016-10;"Allemagne";"Consommation brute";42,321776084961
2016-11;"Allemagne";"Consommation brute";44,504877436523
2016-12;"Allemagne";"Consommation brute";44,541052537109
2017-01;"Allemagne";"Consommation brute";47,427840954102
2017-02;"Allemagne";"Consommation brute";42,245232376953
2017-03;"Allemagne";"Consommation brute";44,511975126953
2017-04;"Allemagne";"Consommation brute";40,050487249023
2017-05;"Allemagne";"Consommation brute";41,101667131836
2017-06;"Allemagne";"Consommation brute";39,391393380859
2017-07;"Allemagne";"Consommation brute";40,517702
2017-08;"Allemagne";"Consommation brute";40,168419522461
2017-09;"Allemagne";"Consommation brute";39,960067296875
2017-10;"Allemagne";"Consommation brute";42,434228488281
2017-11;"Allemagne";"Consommation brute";44,212582930664
2017-12;"Allemagne";"Consommation brute";44,767962985352
2018-01;"Allemagne";"Consommation brute";46,524201952148
2018-02;"Allemagne";"Consommation brute";42,968675957031
2018-03;"Allemagne";"Consommation brute";46,033720802734
2018-04;"Allemagne";"Consommation brute";40,210839305664
2018-05;"Allemagne";"Consommation brute";40,543238805664
2018-06;"Allemagne";"Consommation brute";40,314663225586
2018-07;"Allemagne";"Consommation brute";40,956790212891
2018-08;"Allemagne";"Consommation brute";41,200929754883
2018-09;"Allemagne";"Consommation brute";40,207458420898
2018-10;"Allemagne";"Consommation brute";43,142489375977
2018-11;"Allemagne";"Consommation brute";43,565623987305
2018-12;"Allemagne";"Consommation brute";43,554133537109
2019-01;"Allemagne";"Consommation brute";46,45238349707
2019-02;"Allemagne";"Consommation brute";41,345765521484
