Date;Pays;Filière;Valeur (Mt)
2025-11;"Italie";"Charbon";0,304209
2016-01;"Italie";"Nucléaire";
2016-02;"Italie";"Nucléaire";
2016-03;"Italie";"Nucléaire";
2016-04;"Italie";"Nucléaire";
2016-05;"Italie";"Nucléaire";
2016-06;"Italie";"Nucléaire";
2016-07;"Italie";"Nucléaire";
2016-08;"Italie";"Nucléaire";
2016-09;"Italie";"Nucléaire";
2016-10;"Italie";"Nucléaire";
2016-11;"Italie";"Nucléaire";
2016-12;"Italie";"Nucléaire";
2017-01;"Italie";"Nucléaire";
2017-02;"Italie";"Nucléaire";
2017-03;"Italie";"Nucléaire";
2017-04;"Italie";"Nucléaire";
2017-05;"Italie";"Nucléaire";
2017-06;"Italie";"Nucléaire";
2017-07;"Italie";"Nucléaire";
2017-08;"Italie";"Nucléaire";
2017-09;"Italie";"Nucléaire";
2017-10;"Italie";"Nucléaire";
2017-11;"Italie";"Nucléaire";
2017-12;"Italie";"Nucléaire";
2018-01;"Italie";"Nucléaire";
2018-02;"Italie";"Nucléaire";
2018-03;"Italie";"Nucléaire";
2018-04;"Italie";"Nucléaire";
2018-05;"Italie";"Nucléaire";
2018-06;"Italie";"Nucléaire";
2018-07;"Italie";"Nucléaire";
2018-08;"Italie";"Nucléaire";
2018-09;"Italie";"Nucléaire";
2018-10;"Italie";"Nucléaire";
2018-11;"Italie";"Nucléaire";
2018-12;"Italie";"Nucléaire";
2019-01;"Italie";"Nucléaire";
2019-02;"Italie";"Nucléaire";
2019-03;"Italie";"Nucléaire";
2019-04;"Italie";"Nucléaire";
2019-05;"Italie";"Nucléaire";
2019-06;"Italie";"Nucléaire";
2019-07;"Italie";"Nucléaire";
2019-08;"Italie";"Nucléaire";
2019-09;"Italie";"Nucléaire";
2019-10;"Italie";"Nucléaire";
2019-11;"Italie";"Nucléaire";
2019-12;"Italie";"Nucléaire";
2020-01;"Italie";"Nucléaire";
2020-02;"Italie";"Nucléaire";
2020-03;"Italie";"Nucléaire";
2020-04;"Italie";"Nucléaire";
2020-05;"Italie";"Nucléaire";
2020-06;"Italie";"Nucléaire";
2020-07;"Italie";"Nucléaire";
2020-08;"Italie";"Nucléaire";
2020-09;"Italie";"Nucléaire";
2020-10;"Italie";"Nucléaire";
2020-11;"Italie";"Nucléaire";
2020-12;"Italie";"Nucléaire";
2021-01;"Italie";"Nucléaire";
2021-02;"Italie";"Nucléaire";
2021-03;"Italie";"Nucléaire";
2021-04;"Italie";"Nucléaire";
2021-05;"Italie";"Nucléaire";
2021-06;"Italie";"Nucléaire";
2021-07;"Italie";"Nucléaire";
2021-08;"Italie";"Nucléaire";
2021-09;"Italie";"Nucléaire";
2021-10;"Italie";"Nucléaire";
2021-11;"Italie";"Nucléaire";
2021-12;"Italie";"Nucléaire";
2022-01;"Italie";"Nucléaire";
2022-02;"Italie";"Nucléaire";
2022-03;"Italie";"Nucléaire";
2022-04;"Italie";"Nucléaire";
2022-05;"Italie";"Nucléaire";
2022-06;"Italie";"Nucléaire";
2022-07;"Italie";"Nucléaire";
2022-08;"Italie";"Nucléaire";
2022-09;"Italie";"Nucléaire";
2022-10;"Italie";"Nucléaire";
2022-11;"Italie";"Nucléaire";
2022-12;"Italie";"Nucléaire";
2023-01;"Italie";"Nucléaire";
2023-02;"Italie";"Nucléaire";
2023-03;"Italie";"Nucléaire";
2023-04;"Italie";"Nucléaire";
2023-05;"Italie";"Nucléaire";
2023-06;"Italie";"Nucléaire";
2023-07;"Italie";"Nucléaire";
2023-08;"Italie";"Nucléaire";
2023-09;"Italie";"Nucléaire";
2023-10;"Italie";"Nucléaire";
2023-11;"Italie";"Nucléaire";
2023-12;"Italie";"Nucléaire";
2024-01;"Italie";"Nucléaire";
2024-02;"Italie";"Nucléaire";
2024-03;"Italie";"Nucléaire";
2024-04;"Italie";"Nucléaire";
2024-05;"Italie";"Nucléaire";
2024-06;"Italie";"Nucléaire";
2024-07;"Italie";"Nucléaire";
2024-08;"Italie";"Nucléaire";
2024-09;"Italie";"Nucléaire";
2024-10;"Italie";"Nucléaire";
2024-11;"Italie";"Nucléaire";
2024-12;"Italie";"Nucléaire";
2025-01;"Italie";"Nucléaire";
2025-02;"Italie";"Nucléaire";
2025-03;"Italie";"Nucléaire";
2025-04;"Italie";"Nucléaire";
2025-05;"Italie";"Nucléaire";
2025-06;"Italie";"Nucléaire";
2025-07;"Italie";"Nucléaire";
2025-08;"Italie";"Nucléaire";
2025-09;"Italie";"Nucléaire";
2025-10;"Italie";"Nucléaire";
2025-11;"Italie";"Nucléaire";
2016-01;"Italie";"Emissions";10,550833807
2016-02;"Italie";"Emissions";9,161437321
2016-03;"Italie";"Emissions";9,27470797
2016-04;"Italie";"Emissions";7,851478618
2016-05;"Italie";"Emissions";8,210997818
2016-06;"Italie";"Emissions";7,833993518
2016-07;"Italie";"Emissions";10,054201918
2016-08;"Italie";"Emissions";8,663900845
2016-09;"Italie";"Emissions";10,547326335
2016-10;"Italie";"Emissions";10,78086893
2016-11;"Italie";"Emissions";11,184756426
2016-12;"Italie";"Emissions";12,314441285
2017-01;"Italie";"Emissions";13,028010192
2017-02;"Italie";"Emissions";10,323910337
2017-03;"Italie";"Emissions";8,652333228
2017-04;"Italie";"Emissions";8,312048461
2017-05;"Italie";"Emissions";8,620615821
2017-06;"Italie";"Emissions";9,808082014
2017-07;"Italie";"Emissions";10,273641682
2017-08;"Italie";"Emissions";9,630765078
2017-09;"Italie";"Emissions";9,017064806
2017-10;"Italie";"Emissions";10,397445462
2017-11;"Italie";"Emissions";11,169844222
2017-12;"Italie";"Emissions";10,539989144
2018-01;"Italie";"Emissions";9,871262168
2018-02;"Italie";"Emissions";9,565696174
2018-03;"Italie";"Emissions";9,482837299
2018-04;"Italie";"Emissions";7,04907538
2018-05;"Italie";"Emissions";7,564073253
2018-06;"Italie";"Emissions";7,669812224
2018-07;"Italie";"Emissions";9,690684548
2018-08;"Italie";"Emissions";9,339046762
2018-09;"Italie";"Emissions";9,997145993
2018-10;"Italie";"Emissions";9,670024607
2018-11;"Italie";"Emissions";9,531511764
2018-12;"Italie";"Emissions";8,725758207
2019-01;"Italie";"Emissions";9,107977517
2019-02;"Italie";"Emissions";7,531740388
2019-03;"Italie";"Emissions";7,664662906
2019-04;"Italie";"Emissions";7,180663406
2019-05;"Italie";"Emissions";6,508430599
2019-06;"Italie";"Emissions";7,056897531
2019-07;"Italie";"Emissions";8,707147682
2019-08;"Italie";"Emissions";7,711137944
2019-09;"Italie";"Emissions";8,069543256
2019-10;"Italie";"Emissions";7,881700691
2019-11;"Italie";"Emissions";7,093817763
2019-12;"Italie";"Emissions";6,832990936
2020-01;"Italie";"Emissions";8,057277348
2020-02;"Italie";"Emissions";6,735044073
2020-03;"Italie";"Emissions";5,974141529
2020-04;"Italie";"Emissions";5,167802964
2020-05;"Italie";"Emissions";5,166834197
2020-06;"Italie";"Emissions";5,946974259
2020-07;"Italie";"Emissions";7,379187437
2020-08;"Italie";"Emissions";7,156362822
2020-09;"Italie";"Emissions";7,505969965
2020-10;"Italie";"Emissions";6,343596545
2020-11;"Italie";"Emissions";7,038292849
2020-12;"Italie";"Emissions";7,4037936
2021-01;"Italie";"Emissions";7,294431761
2021-02;"Italie";"Emissions";6,046096372
2021-03;"Italie";"Emissions";6,380048891
2021-04;"Italie";"Emissions";6,215720958
2021-05;"Italie";"Emissions";4,931932263
2021-06;"Italie";"Emissions";6,243577321
2021-07;"Italie";"Emissions";7,242435918
2021-08;"Italie";"Emissions";6,268460016
2021-09;"Italie";"Emissions";7,351564078
2021-10;"Italie";"Emissions";6,943980971
2021-11;"Italie";"Emissions";8,506175392
2021-12;"Italie";"Emissions";8,472879969
2022-01;"Italie";"Emissions";8,487526525
2022-02;"Italie";"Emissions";7,539877133
2022-03;"Italie";"Emissions";8,371235767
2022-04;"Italie";"Emissions";6,348446983
2022-05;"Italie";"Emissions";6,415428585
2022-06;"Italie";"Emissions";7,519576913
2022-07;"Italie";"Emissions";8,657731575
2022-08;"Italie";"Emissions";7,557997431
2022-09;"Italie";"Emissions";7,566916773
2022-10;"Italie";"Emissions";7,522599372
2022-11;"Italie";"Emissions";7,085664381
2022-12;"Italie";"Emissions";8,510435701
2023-01;"Italie";"Emissions";7,859255174
2023-02;"Italie";"Emissions";7,196174943
2023-03;"Italie";"Emissions";7,16579407
2023-04;"Italie";"Emissions";4,940357248
2023-05;"Italie";"Emissions";4,757866691
2023-06;"Italie";"Emissions";5,543179394
2023-07;"Italie";"Emissions";7,007310186
2023-08;"Italie";"Emissions";5,662235456
2023-09;"Italie";"Emissions";6,356465896
2023-10;"Italie";"Emissions";5,716064085
2023-11;"Italie";"Emissions";5,167829839
2023-12;"Italie";"Emissions";5,948994512
2024-01;"Italie";"Emissions";6,06652873
2024-02;"Italie";"Emissions";5,456581088
2024-03;"Italie";"Emissions";4,8002223
2024-04;"Italie";"Emissions";3,962406687
2024-05;"Italie";"Emissions";3,913741503
2024-06;"Italie";"Emissions";4,492355668
2024-07;"Italie";"Emissions";6,464226485
2024-08;"Italie";"Emissions";6,342736076
2024-09;"Italie";"Emissions";5,606651697
2024-10;"Italie";"Emissions";5,065416474
2024-11;"Italie";"Emissions";6,354659489
2024-12;"Italie";"Emissions";6,18596796575
2025-01;"Italie";"Emissions";6,2324914095
2025-02;"Italie";"Emissions";6,11312722625
2025-03;"Italie";"Emissions";5,35202950975
2025-04;"Italie";"Emissions";3,9996050685
2025-05;"Italie";"Emissions";3,4915031125
2025-06;"Italie";"Emissions";4,55852428325
2025-07;"Italie";"Emissions";5,516531746
2025-08;"Italie";"Emissions";4,65682840575
2025-09;"Italie";"Emissions";5,22391244275
2025-10;"Italie";"Emissions";5,32686729625
2025-11;"Italie";"Emissions";6,293321699
2016-01;"Lituanie";"Autre";0,007909605
2016-02;"Lituanie";"Autre";0,006223545
2016-03;"Lituanie";"Autre";0,00798912
2016-04;"Lituanie";"Autre";0,008662005
2016-05;"Lituanie";"Autre";0,005847345
2016-06;"Lituanie";"Autre";0,00590121
2016-07;"Lituanie";"Autre";0,00975042
2016-08;"Lituanie";"Autre";0,00992313
2016-09;"Lituanie";"Autre";0,008889435
2016-10;"Lituanie";"Autre";0,008800515
2016-11;"Lituanie";"Autre";0,00842688
2016-12;"Lituanie";"Autre";0,00806265
2017-01;"Lituanie";"Autre";0,00770355
2017-02;"Lituanie";"Autre";0,007341885
2017-03;"Lituanie";"Autre";0,00846963
2017-04;"Lituanie";"Autre";0,008374725
2017-05;"Lituanie";"Autre";0,00567891
2017-06;"Lituanie";"Autre";0,008677395
2017-07;"Lituanie";"Autre";0,008896275
2017-08;"Lituanie";"Autre";0,008740665
2017-09;"Lituanie";"Autre";0,008381565
2017-10;"Lituanie";"Autre";0,00827811
2017-11;"Lituanie";"Autre";0,00759411
2017-12;"Lituanie";"Autre";0,0077334066
2018-01;"Lituanie";"Autre";0,0979483041
2018-02;"Lituanie";"Autre";0,0118781388
2018-03;"Lituanie";"Autre";0,0129982743
2018-04;"Lituanie";"Autre";0,0135386172
2018-05;"Lituanie";"Autre";0,010671255
2018-06;"Lituanie";"Autre";0,0141751305
2018-07;"Lituanie";"Autre";0,0123459093
2018-08;"Lituanie";"Autre";0,0146722959
2018-09;"Lituanie";"Autre";0,0141964884
2018-10;"Lituanie";"Autre";0,01295500275
2018-11;"Lituanie";"Autre";0,01202712255
2018-12;"Lituanie";"Autre";0,01112904765
2019-01;"Lituanie";"Autre";0,0111975075
2019-02;"Lituanie";"Autre";0,0098575686
2019-03;"Lituanie";"Autre";0,0118660149
2019-04;"Lituanie";"Autre";0,0122749272
2019-05;"Lituanie";"Autre";0,0086496844499999
2019-06;"Lituanie";"Autre";0,01266050655
2019-07;"Lituanie";"Autre";0,0128500173
2019-08;"Lituanie";"Autre";0,01188909135
2019-09;"Lituanie";"Autre";0,0123176259
2019-10;"Lituanie";"Autre";0,01147578435
2019-11;"Lituanie";"Autre";0,0099340569
2019-12;"Lituanie";"Autre";0,0089266788
2020-01;"Lituanie";"Autre";0,00995920245
2020-02;"Lituanie";"Autre";0,00937301445
2020-03;"Lituanie";"Autre";0,010456479
2020-04;"Lituanie";"Autre";0,0100330488
2020-05;"Lituanie";"Autre";0,00862617195
2020-06;"Lituanie";"Autre";0,01112378085
2020-07;"Lituanie";"Autre";0,0111637863
2020-08;"Lituanie";"Autre";0,01116105885
2020-09;"Lituanie";"Autre";0,0109464966
2020-10;"Lituanie";"Autre";0,0102645144
2020-11;"Lituanie";"Autre";0,0087283188
2020-12;"Lituanie";"Autre";0,0086522067
2021-01;"Lituanie";"Autre";0,0086297886
2021-02;"Lituanie";"Autre";0,0068961222
2021-03;"Lituanie";"Autre";0,00940794975
2021-04;"Lituanie";"Autre";0,00894539475
2021-05;"Lituanie";"Autre";0,00766581885
2021-06;"Lituanie";"Autre";0,01127833065
2021-07;"Lituanie";"Autre";0,01137942585
2021-08;"Lituanie";"Autre";0,011065923
2021-09;"Lituanie";"Autre";0,0101261925
2021-10;"Lituanie";"Autre";0,0098315424
2021-11;"Lituanie";"Autre";0,009040599
2021-12;"Lituanie";"Autre";0,0089734815
2022-01;"Lituanie";"Autre";0,0083992806
2022-02;"Lituanie";"Autre";0,00850842135
2022-03;"Lituanie";"Autre";0,008072226
2022-04;"Lituanie";"Autre";0,0038632148999999
2022-05;"Lituanie";"Autre";0,0016920792
2022-06;"Lituanie";"Autre";0,001637496
2022-07;"Lituanie";"Autre";0,0016920792
2022-08;"Lituanie";"Autre";0,0057723957
2022-09;"Lituanie";"Autre";0,00351965025
2022-10;"Lituanie";"Autre";0,0016920792
2022-11;"Lituanie";"Autre";0,001637496
2022-12;"Lituanie";"Autre";0,00329682015
2023-01;"Lituanie";"Autre";0,00565485885
2023-02;"Lituanie";"Autre";0,00359738685
2023-03;"Lituanie";"Autre";0,00369258255
2023-04;"Lituanie";"Autre";0,0028999291499999
2023-05;"Lituanie";"Autre";0,00338409855
2023-06;"Lituanie";"Autre";0,0017621379
2023-07;"Lituanie";"Autre";0,0016920792
2023-08;"Lituanie";"Autre";0,0261166248
2023-09;"Lituanie";"Autre";0,0195924618
2023-10;"Lituanie";"Autre";0,012515319
2023-11;"Lituanie";"Autre";0,01513429515
2023-12;"Lituanie";"Autre";0,01392366645
2024-01;"Lituanie";"Autre";0,0127759743
2024-02;"Lituanie";"Autre";0,0093434742
2024-03;"Lituanie";"Autre";0,00828827595
2024-04;"Lituanie";"Autre";0,0139116366
2024-05;"Lituanie";"Autre";0,0129314133
2024-06;"Lituanie";"Autre";0,0206461125
2024-07;"Lituanie";"Autre";0,02205991485
2024-08;"Lituanie";"Autre";0,02561585985
2024-09;"Lituanie";"Autre";0,0276001524
2024-10;"Lituanie";"Autre";0,0291722922
2024-11;"Lituanie";"Autre";0,0271032606
2024-12;"Lituanie";"Autre";0,02997654795
2025-01;"Lituanie";"Autre";0,0293996260125
2025-02;"Lituanie";"Autre";0,04565187
2025-03;"Lituanie";"Autre";0,032175039375
2025-04;"Lituanie";"Autre";0,027948526425
2025-05;"Lituanie";"Autre";0,02186037495
2025-06;"Lituanie";"Autre";0,0306509569875
2025-07;"Lituanie";"Autre";0,034532496675
2025-08;"Lituanie";"Autre";0,0298549990125
2025-09;"Lituanie";"Autre";0,027035035875
2025-10;"Lituanie";"Autre";0,031593624783784
2025-11;"Lituanie";"Autre";0,032919815185886
2016-01;"Lituanie";"Dechets";0,01012491
2016-02;"Lituanie";"Dechets";0,007242705
2016-03;"Lituanie";"Dechets";0,01018134
2016-04;"Lituanie";"Dechets";0,01040193
2016-05;"Lituanie";"Dechets";0,010219815
2016-06;"Lituanie";"Dechets";0,00486666
2016-07;"Lituanie";"Dechets";0,01042416
2016-08;"Lituanie";"Dechets";0,01071144
2016-09;"Lituanie";"Dechets";0,00970938
2016-10;"Lituanie";"Dechets";0,00431091
2016-11;"Lituanie";"Dechets";0,01033011
2016-12;"Lituanie";"Dechets";0,010664415
2017-01;"Lituanie";"Dechets";0,01058661
2017-02;"Lituanie";"Dechets";0,00968031
2017-03;"Lituanie";"Dechets";0,009961605
2017-04;"Lituanie";"Dechets";0,01041561
2017-05;"Lituanie";"Dechets";0,010655865
2017-06;"Lituanie";"Dechets";0,00265392
2017-07;"Lituanie";"Dechets";0,010741365
2017-08;"Lituanie";"Dechets";0,010655865
2017-09;"Lituanie";"Dechets";0,0102942
2017-10;"Lituanie";"Dechets";0,01062423
2017-11;"Lituanie";"Dechets";0,00919467
2017-12;"Lituanie";"Dechets";0,0106902018
2018-01;"Lituanie";"Dechets";0,01177152885
2018-02;"Lituanie";"Dechets";0,0102676266
2018-03;"Lituanie";"Dechets";0,01142287695
2018-04;"Lituanie";"Dechets";0,0089040982499999
2018-05;"Lituanie";"Dechets";0,0113364108
2018-06;"Lituanie";"Dechets";0,00274296825
2018-07;"Lituanie";"Dechets";0,01076156865
2018-08;"Lituanie";"Dechets";0,0112054932
2018-09;"Lituanie";"Dechets";0,010912194
2018-10;"Lituanie";"Dechets";0,0104334624
2018-11;"Lituanie";"Dechets";0,01051953525
2018-12;"Lituanie";"Dechets";0,011914767
2019-01;"Lituanie";"Dechets";0,0118813194
2019-02;"Lituanie";"Dechets";0,0107832087
2019-03;"Lituanie";"Dechets";0,0108947349
2019-04;"Lituanie";"Dechets";0,0115847028
2019-05;"Lituanie";"Dechets";0,0118400742
2019-06;"Lituanie";"Dechets";0,00319628925
2019-07;"Lituanie";"Dechets";0,0082584792
2019-08;"Lituanie";"Dechets";0,0112359141
2019-09;"Lituanie";"Dechets";0,01094440185
2019-10;"Lituanie";"Dechets";0,0110967714
2019-11;"Lituanie";"Dechets";0,0115692786
2019-12;"Lituanie";"Dechets";0,0119618775
2020-01;"Lituanie";"Dechets";0,01199343555
2020-02;"Lituanie";"Dechets";0,01101924855
2020-03;"Lituanie";"Dechets";0,0114478344
2020-04;"Lituanie";"Dechets";0,0111355371
2020-05;"Lituanie";"Dechets";0,01116497475
2020-06;"Lituanie";"Dechets";0,0111315528
2020-07;"Lituanie";"Dechets";0,0114500232
2020-08;"Lituanie";"Dechets";0,0032696739
2020-09;"Lituanie";"Dechets";0,0094809753
2020-10;"Lituanie";"Dechets";0,011656557
2020-11;"Lituanie";"Dechets";0,01104383835
2020-12;"Lituanie";"Dechets";0,01150240905
2021-01;"Lituanie";"Dechets";0,0113505354
2021-02;"Lituanie";"Dechets";0,0102344355
2021-03;"Lituanie";"Dechets";0,01096138215
2021-04;"Lituanie";"Dechets";0,01134189135
2021-05;"Lituanie";"Dechets";0,0115690392
2021-06;"Lituanie";"Dechets";0,00224151075
2021-07;"Lituanie";"Dechets";0,0111359475
2021-08;"Lituanie";"Dechets";0,01155406815
2021-09;"Lituanie";"Dechets";0,0112389237
2021-10;"Lituanie";"Dechets";0,0115518537
2021-11;"Lituanie";"Dechets";0,0111025341
2021-12;"Lituanie";"Dechets";0,01123080975
2022-01;"Lituanie";"Dechets";0,0112433355
2022-02;"Lituanie";"Dechets";0,01016563365
2022-03;"Lituanie";"Dechets";0,02727404685
2022-04;"Lituanie";"Dechets";0,0317778363
2022-05;"Lituanie";"Dechets";0,02227139055
2022-06;"Lituanie";"Dechets";0,01811085795
2022-07;"Lituanie";"Dechets";0,03275208315
2022-08;"Lituanie";"Dechets";0,0326714139
2022-09;"Lituanie";"Dechets";0,02420333145
2022-10;"Lituanie";"Dechets";0,02724121485
2022-11;"Lituanie";"Dechets";0,03213109665
2022-12;"Lituanie";"Dechets";0,0319142088
2023-01;"Lituanie";"Dechets";0,03055767435
2023-02;"Lituanie";"Dechets";0,02967321105
2023-03;"Lituanie";"Dechets";0,0336138804
2023-04;"Lituanie";"Dechets";0,02755457235
2023-05;"Lituanie";"Dechets";0,0281859642
2023-06;"Lituanie";"Dechets";0,02378328705
2023-07;"Lituanie";"Dechets";0,0256090968
2023-08;"Lituanie";"Dechets";0,0341658855
2023-09;"Lituanie";"Dechets";0,01986388155
2023-10;"Lituanie";"Dechets";0,02949637995
2023-11;"Lituanie";"Dechets";0,034100649
2023-12;"Lituanie";"Dechets";0,04275674595
2024-01;"Lituanie";"Dechets";0,0421942329
2024-02;"Lituanie";"Dechets";0,0419051916
2024-03;"Lituanie";"Dechets";0,0457062138
2024-04;"Lituanie";"Dechets";0,05481612765
2024-05;"Lituanie";"Dechets";0,0527041665
2024-06;"Lituanie";"Dechets";0,0401112819
2024-07;"Lituanie";"Dechets";0,0322931106
2024-08;"Lituanie";"Dechets";0,0398306025
2024-09;"Lituanie";"Dechets";0,04691743245
2024-10;"Lituanie";"Dechets";0,0627073074
2024-11;"Lituanie";"Dechets";0,060997816125
2024-12;"Lituanie";"Dechets";0,0653057058375
2025-01;"Lituanie";"Dechets";0,0676017142875
2025-02;"Lituanie";"Dechets";0,0604796326875
2025-03;"Lituanie";"Dechets";0,062780670675
2025-04;"Lituanie";"Dechets";0,0617903647875
2025-05;"Lituanie";"Dechets";0,06072552855
2025-06;"Lituanie";"Dechets";0,029274947775
2025-07;"Lituanie";"Dechets";0,025267118175
2025-08;"Lituanie";"Dechets";0,037117914075
2025-09;"Lituanie";"Dechets";0,0351837779625
2025-10;"Lituanie";"Dechets";0,047982763993702
2025-11;"Lituanie";"Dechets";0,06535126433637
2016-01;"Lituanie";"Biogaz";
2016-02;"Lituanie";"Biogaz";
2016-03;"Lituanie";"Biogaz";
2016-04;"Lituanie";"Biogaz";
2016-05;"Lituanie";"Biogaz";
2016-06;"Lituanie";"Biogaz";
2016-07;"Lituanie";"Biogaz";
2016-08;"Lituanie";"Biogaz";
2016-09;"Lituanie";"Biogaz";
2016-10;"Lituanie";"Biogaz";
2016-11;"Lituanie";"Biogaz";
2016-12;"Lituanie";"Biogaz";
2017-01;"Lituanie";"Biogaz";
2017-02;"Lituanie";"Biogaz";
2017-03;"Lituanie";"Biogaz";
2017-04;"Lituanie";"Biogaz";
2017-05;"Lituanie";"Biogaz";
2017-06;"Lituanie";"Biogaz";
2017-07;"Lituanie";"Biogaz";
2017-08;"Lituanie";"Biogaz";
2017-09;"Lituanie";"Biogaz";
2017-10;"Lituanie";"Biogaz";
2017-11;"Lituanie";"Biogaz";
2017-12;"Lituanie";"Biogaz";
2018-01;"Lituanie";"Biogaz";
2018-02;"Lituanie";"Biogaz";
2018-03;"Lituanie";"Biogaz";
2018-04;"Lituanie";"Biogaz";
2018-05;"Lituanie";"Biogaz";
2018-06;"Lituanie";"Biogaz";
2018-07;"Lituanie";"Biogaz";
2018-08;"Lituanie";"Biogaz";
2018-09;"Lituanie";"Biogaz";
2018-10;"Lituanie";"Biogaz";
2018-11;"Lituanie";"Biogaz";
2018-12;"Lituanie";"Biogaz";
2019-01;"Lituanie";"Biogaz";
2019-02;"Lituanie";"Biogaz";
2019-03;"Lituanie";"Biogaz";
2019-04;"Lituanie";"Biogaz";
2019-05;"Lituanie";"Biogaz";
2019-06;"Lituanie";"Biogaz";
2019-07;"Lituanie";"Biogaz";
2019-08;"Lituanie";"Biogaz";
2019-09;"Lituanie";"Biogaz";
2019-10;"Lituanie";"Biogaz";
2019-11;"Lituanie";"Biogaz";
2019-12;"Lituanie";"Biogaz";
2020-01;"Lituanie";"Biogaz";
2020-02;"Lituanie";"Biogaz";
2020-03;"Lituanie";"Biogaz";
2020-04;"Lituanie";"Biogaz";
2020-05;"Lituanie";"Biogaz";
2020-06;"Lituanie";"Biogaz";
2020-07;"Lituanie";"Biogaz";
2020-08;"Lituanie";"Biogaz";
2020-09;"Lituanie";"Biogaz";
2020-10;"Lituanie";"Biogaz";
2020-11;"Lituanie";"Biogaz";
2020-12;"Lituanie";"Biogaz";
2021-01;"Lituanie";"Biogaz";
2021-02;"Lituanie";"Biogaz";
2021-03;"Lituanie";"Biogaz";
2021-04;"Lituanie";"Biogaz";
2021-05;"Lituanie";"Biogaz";
2021-06;"Lituanie";"Biogaz";
2021-07;"Lituanie";"Biogaz";
2021-08;"Lituanie";"Biogaz";
2021-09;"Lituanie";"Biogaz";
2021-10;"Lituanie";"Biogaz";
2021-11;"Lituanie";"Biogaz";
2021-12;"Lituanie";"Biogaz";
2022-01;"Lituanie";"Biogaz";
2022-02;"Lituanie";"Biogaz";
2022-03;"Lituanie";"Biogaz";
2022-04;"Lituanie";"Biogaz";
2022-05;"Lituanie";"Biogaz";
2022-06;"Lituanie";"Biogaz";
2022-07;"Lituanie";"Biogaz";
2022-08;"Lituanie";"Biogaz";
2022-09;"Lituanie";"Biogaz";
2022-10;"Lituanie";"Biogaz";
2022-11;"Lituanie";"Biogaz";
2022-12;"Lituanie";"Biogaz";
2023-01;"Lituanie";"Biogaz";
2023-02;"Lituanie";"Biogaz";
2023-03;"Lituanie";"Biogaz";
2023-04;"Lituanie";"Biogaz";
2023-05;"Lituanie";"Biogaz";
2023-06;"Lituanie";"Biogaz";
2023-07;"Lituanie";"Biogaz";
2023-08;"Lituanie";"Biogaz";
2023-09;"Lituanie";"Biogaz";
2023-10;"Lituanie";"Biogaz";
2023-11;"Lituanie";"Biogaz";
2023-12;"Lituanie";"Biogaz";
2024-01;"Lituanie";"Biogaz";
2024-02;"Lituanie";"Biogaz";
2024-03;"Lituanie";"Biogaz";
2024-04;"Lituanie";"Biogaz";
2024-05;"Lituanie";"Biogaz";
2024-06;"Lituanie";"Biogaz";
2024-07;"Lituanie";"Biogaz";
2024-08;"Lituanie";"Biogaz";
2024-09;"Lituanie";"Biogaz";
2024-10;"Lituanie";"Biogaz";
2024-11;"Lituanie";"Biogaz";
2024-12;"Lituanie";"Biogaz";
2025-01;"Lituanie";"Biogaz";
2025-02;"Lituanie";"Biogaz";
2025-03;"Lituanie";"Biogaz";
2025-04;"Lituanie";"Biogaz";
2025-05;"Lituanie";"Biogaz";
2025-06;"Lituanie";"Biogaz";
2025-07;"Lituanie";"Biogaz";
2025-08;"Lituanie";"Biogaz";
2025-09;"Lituanie";"Biogaz";
2025-10;"Lituanie";"Biogaz";
2025-11;"Lituanie";"Biogaz";
2016-01;"Lituanie";"Biomasse";
2016-02;"Lituanie";"Biomasse";
2016-03;"Lituanie";"Biomasse";
2016-04;"Lituanie";"Biomasse";
2016-05;"Lituanie";"Biomasse";
2016-06;"Lituanie";"Biomasse";
2016-07;"Lituanie";"Biomasse";
2016-08;"Lituanie";"Biomasse";
2016-09;"Lituanie";"Biomasse";
2016-10;"Lituanie";"Biomasse";
2016-11;"Lituanie";"Biomasse";
2016-12;"Lituanie";"Biomasse";
2017-01;"Lituanie";"Biomasse";
2017-02;"Lituanie";"Biomasse";
2017-03;"Lituanie";"Biomasse";
2017-04;"Lituanie";"Biomasse";
2017-05;"Lituanie";"Biomasse";
2017-06;"Lituanie";"Biomasse";
2017-07;"Lituanie";"Biomasse";
2017-08;"Lituanie";"Biomasse";
2017-09;"Lituanie";"Biomasse";
2017-10;"Lituanie";"Biomasse";
2017-11;"Lituanie";"Biomasse";
2017-12;"Lituanie";"Biomasse";
2018-01;"Lituanie";"Biomasse";
2018-02;"Lituanie";"Biomasse";
2018-03;"Lituanie";"Biomasse";
2018-04;"Lituanie";"Biomasse";
2018-05;"Lituanie";"Biomasse";
2018-06;"Lituanie";"Biomasse";
2018-07;"Lituanie";"Biomasse";
2018-08;"Lituanie";"Biomasse";
2018-09;"Lituanie";"Biomasse";
2018-10;"Lituanie";"Biomasse";
2018-11;"Lituanie";"Biomasse";
2018-12;"Lituanie";"Biomasse";
2019-01;"Lituanie";"Biomasse";
2019-02;"Lituanie";"Biomasse";
2019-03;"Lituanie";"Biomasse";
2019-04;"Lituanie";"Biomasse";
2019-05;"Lituanie";"Biomasse";
2019-06;"Lituanie";"Biomasse";
2019-07;"Lituanie";"Biomasse";
2019-08;"Lituanie";"Biomasse";
